startphrase,ending1,ending2,labels
Peanuts are called the poor man's almonds,Poor man's almonds are peanuts,A poor man's almond is not a peanut,0
Pista is called the poor man's almond,Poor man's almonds are peanuts,A poor man's almond is not a peanut,1
That crystal is as precious as a gem,That crystal is precious,That crystal is not precious,0
That crystal is precious like a stone,That crystal is precious,That crystal is not precious,1
It was as white as a white cloud,It was white,It is not white,0
It was as white as a blackboard,It was white,It is not white,1
She is as fresh as a flower,She is fresh,She is not fresh,0
She is as fresh as a dry leaf,She is fresh,She is not fresh,1
He has an attractive body like a gym guy,He has an attractive body,He does not have an attractive body,0
He has an attractive body like a chubby one,He has an attractive body,He does not have an attractive body,1
She is beautiful like barbie,She is beautiful,She is not beautiful,0
She is as beautiful as Mickey,She is beautiful,She is not beautiful,1
That water is as clean as filtered water,That water is clean,That water is not clean,0
That water is as clean as pond water,That water is clean,That water is not clean,1
He has a girlish mind like a child,He has a girlish mind,He is not girlish,0
He has the mind of a girl like an adult,He has a girlish mind,He is not girlish,1
He was as funny as a comedian,He was ridiculous,He is not ridiculous,0
He was as ridiculous as the professor,He was ridiculous,He is not ridiculous,1
That snack is as soft as a donut,That snack is soft,That snack is not soft,0
That snack is as smooth as a smoothie,That snack is bland,That snack is not soft,1
That music is lovely to listen to,That music is lovely to listen to,That music is not pleasant to listen to,0
That music is hoarse to listen to,That music is lovely to listen to,That music is not pleasant to listen to,1
He is small like a thin man,He is small,He is not small,0
He is short like a fat man,He is small,He is not small,1
This game is as adventurous as scuba,This game is an adventure game,This game is not an adventure game,0
This game is as adventurous as swimming,This game is an adventure game,This game is not an adventure game,1
She is simple like a housewife,She is simple,She is not simple,0
She is simple as a model,She is simple,She is not simple,1
That animal is as long as a snake,That animal is long,That animal is not tall,0
That animal is as long as a lizard,That animal is long,That animal is not tall,1
It is as neutral as a cloud,It is neutral,It is not neutral,0
It is as neutral as a rock,It is neutral,It is not neutral,1
The weather is cold like winter,The weather is also cold,The weather is not cold either,0
The weather is also cool like summer,The weather is also cold,The weather is not cold either,1
The weather is also warm like summer,The weather is also warm,The weather is not warm either,0
The weather is also warm like the rainy season.,The weather is also warm,The weather is not warm either,1
That boy is as tall as a giraffe.,That boy is tall,That boy is not tall,0
That boy is as tall as a deer,That boy is tall,That boy is not tall,1
The movie has a straightforward story like a love story,The movie has a straightforward story,The movie does not have a straightforward story,0
The movie has a straightforward story like a suspense thriller,The movie has a straightforward story,The movie does not have a straightforward story,1
His eyes are as blue as the sky,His eyes are blue,His eyes are not blue,0
His eyes are blue like moon,His eyes are blue,His eyes are not blue,1
A soldier's arm is as hard as iron,A soldier's arm is stiff,A soldier's arm is not strong,0
A soldier's arm is as hard as plastic,A soldier's arm is stiff,A soldier's arm is not strong,1
This substance also has a sweet smell like a flower,This substance also has a pleasant smell,This material also does not have a pleasant smell,0
This substance also has a melodious smell like an animal,This substance also has a pleasant smell,This material also does not have a pleasant smell,1
The universe has innumerable stars,The universe has innumerable stars,The universe does not have countless stars,0
The universe has innumerable planets,The universe has innumerable stars,The universe does not have countless stars,1
He is as focused as a horse at work,He is concentrating on work,He is not concentrating on work,0
He is as focused as a buffalo at work,He is concentrating on work,He is not concentrating on work,1
Its color is milky white,Its color is white,Its color is not white,0
Its color is white like water,Its color is white,Its color is not white,1
They change color like chameleons,They change color,They do not change color,0
They change color like a snake,They change color,They do not change color,1
That building is as beautiful as the Taj Mahal,That building is beautiful,That building is not beautiful,0
That building is as beautiful as a demolished palace,That building is beautiful,That building is not beautiful,1
That road is as straight as a highway,That road is straight,That road is not straight,0
That road is as straight as a hill station,That road is straight,That road is not straight,1
The road has twists and turns like a hill station,That road has twists and turns,That road has no turns,0
That road has twists and turns like a highway,That road has twists and turns,That road has no turns,1
Investing in stock market is risky,Investing is risky,Investment is not risky,0
Investing in fixed deposits is risky,Investing is risky,Investment is not risky,1
The coffee was hot,The coffee was hot,The coffee was cold,0
The coffee was cold,The coffee was hot,The coffee was cold,1
The height of the stick was long,The height of the stick was long,The height of the stick was broken,0
The height of the stick was broken,The height of the stick was long,The height of the stick was broken,1
The village house is very big,The village house is very big,The village house is very small,0
The village house is very small,The village house is very big,The village house is very small,1
Cricket game is very easy,Cricket game is very easy,The game of cricket is very difficult,0
The game of cricket is very difficult,Cricket game is very easy,The game of cricket is very difficult,1
Playing chess requires a lot of intelligence,Playing chess requires a lot of intelligence,Playing chess requires less intelligence,0
Playing chess requires less intelligence,Playing chess requires a lot of intelligence,Playing chess requires less intelligence,1
The colors of that painting were beautiful.,The colors of that painting were beautiful,The colors of that painting are not beautiful,0
The colors of that painting were ugly.,The colors of that painting were beautiful,The colors of that painting are not beautiful,1
The movie had a good message,The movie had a good message,There is no good message in the movie,0
There was a bad message in the movie,The movie had a good message,There is no good message in the movie,1
The music of the song was raucous,The music of the song was melodious,The music of the song is not melodious,0
The melody of the song was hoarse,The music of the song was melodious,The music of the song is not melodious,1
There were more games for children at the fair,There were more games in the fair,There were fewer games at the fair,0
There were few games for children at the fair,There were more games in the fair,There were fewer games at the fair,1
His speech attracted people like steel,His speech attracted people,His speech did not attract people,0
His speech attracted people like plastic,His speech attracted people,His speech did not attract people,1
That animal has a sharp look,The animal looks sharp,The animal does not look sharp,0
The animal has a soft appearance,The animal looks sharp,The animal does not look sharp,1
That problem is as easy as drinking water,That problem is easy,That problem is not easy,0
That problem is as easy as climbing a hill,That problem is easy,That problem is not easy,1
The concert was so good that I fell asleep,The concert was good,The concert is not good,0
The concert was good enough to want to listen again,The concert was good,The concert is not good,1
This vehicle is fast like a rocket,This vehicle is very fast,This vehicle is not very fast,0
This vehicle is as fast as a bullock cart,This vehicle is very fast,This vehicle is not very fast,1
His dance was so catchy that it made people dance,His dance was impressive,His dance is not attractive,0
His dance was so charming that he fell asleep,His dance was impressive,His dance is not attractive,1
The price of that thing is more than petrol,That stuff is expensive,The price of that thing is not expensive,0
That stuff is as expensive as water,That stuff is expensive,The price of that thing is not expensive,1
His handwriting is as beautiful as computer writing,His handwriting is beautiful,His handwriting is not beautiful,0
His handwriting is as beautiful as a doctor's prescription,His handwriting is beautiful,His handwriting is not beautiful,1
The flower smelled like perfume,The flower was fragrant,That flower does not smell,0
The flower was very fragrant,The flower was fragrant,That flower does not smell,1
His mind is soft like cotton,His mind is soft,His mind is not soft,0
His mind is as soft as stone,His mind is soft,His mind is not soft,1
This disease spreads like covid,This disease is contagious,This disease is not contagious,0
This disease spreads like cancer,This disease is contagious,This disease is not contagious,1
Dry fruits are useful for health,Useful for health,Not good for health,0
Chocolate is useful for health,Useful for health,Not good for health,1
That fruit is expensive like dry fruits,That fruit is expensive,That fruit is not expensive,0
That fruit is as expensive as a banana,That fruit is expensive,That fruit is not expensive,1
That month has few days like February,That month has the shortest day,That month has no short day,0
That month has less days as December,That month has the shortest day,That month has no short day,1
That day will be a holiday like Sunday,There will be a holiday on that day,There is no holiday on that day,0
That day will be a holiday like Monday,There will be a holiday on that day,There is no holiday on that day,1
Traffic in that city is like Bangalore,Traffic in that city is heavy,The traffic of that city is not much,0
Traffic in that city is like Mysore,Traffic in that city is heavy,The traffic of that city is not much,1
The pollution in that city is like Delhi,The pollution in that city is high,The pollution of that city is not high,0
The pollution in that city is like Bangalore,The pollution in that city is high,The pollution of that city is not high,1
Last month it rained like a cyclone,It was raining,It did not rain,0
Last month it rained like summer,It was raining,It did not rain,1
He is a scientist like Kalam,He is a scientist,He is not a scientist,0
He is a scientist like Vajpayee,He is a scientist,He is not a scientist,1
He is as generous as Bill Gates,He is generous,He is generous,0
He is as generous as Adani,He is generous,He is not generous,1
The area is crowded like a market,The area is densely populated,The area is not very populated,0
The area is crowded like a graveyard,The area is densely populated,The area is not very populated,1
It rains heavily in that region,It rains in that area,It does not rain in that area,0
That region gets rain like Rajasthan,It rains in that area,It does not rain in that area,1
The state has more football fans like Kerala,There are more football lovers,Not many football fans,0
The state has more football fans like Karnataka,There are more football lovers,Not many football fans,1
It is a sacred field like a shrine,It is a sacred field,It is not a sacred field,0
It is a sacred realm like a fantasy park,It is a sacred field,It is not a sacred field,1
That material attracts like a magnet,That object draws,That object is not drawn,0
The material draws like plastic,That object draws,That object is not drawn,1
It does not decompose like plastic,It does not decay,It decays,0
It does not rot like fruit,It does not decay,It decays,1
That place is as scary as a graveyard,There is fear in that place,There is no fear in that place,0
"In that place, fear is like a playground",There is fear in that place,There is no fear in that place,1
As dangerous as covid,That is dangerous,It is not dangerous,0
As dangerous as a cold,That is dangerous,It is not dangerous,1
That profession is more labor like doctor,That profession is more labor intensive,There is not much labor for that profession,0
That profession is more labor intensive than farming,That profession is more labor intensive,There is not much labor for that profession,1
He is as eloquent as a politician as a monk,They are talkative,He is not a man of words,0
He is as eloquent as a politician as a monk,They are talkative,He is not a man of words,1
His kiss was deep as if he had missed it so much,His kiss was very deep,His kiss is not very dark,0
His kiss deepened for a few seconds,His kiss was very deep,His kiss is not very dark,1
His path is thorny,His path is difficult,His path is not difficult,0
His path is lined with flowers,His path is difficult,His path is not difficult,1
Everyone respects him as a freedom fighter,Everyone respects him,Not everyone respects him,0
Everyone respects him as a terrorist,Everyone respects him,Not everyone respects him,1
That company is famous as Tata company,That company is famous,That company is not famous,0
That company is famous as a start-up,That company is famous,That company is not famous,1
"That company, like IBM, has hundreds of years of history",The company has hundreds of years of history,That company does not have a history of hundreds of years,0
That company has hundreds of years of history like Facebook,The company has hundreds of years of history,That company does not have a history of hundreds of years,1
His face is full of Buddha's smile,His moan is laced with laughter,His cry is not without a smile,0
His grin is like a thief's,His moan is laced with laughter,His cry is not without a smile,1
The animal is herbivore like deer,That animal is a herbivore,That animal is not a herbivore,0
The animal is a herbivore like a tiger,That animal is a herbivore,That animal is not a herbivore,1
Has venom like a snake,Contains poison,Has no poison,0
Has poison like an eagle,Contains poison,Has no poison,1
The freedom struggle was ironclad,Freedom struggle is difficult,Freedom struggle is easy,0
The freedom struggle was like a peeled banana,Freedom struggle is difficult,Freedom struggle is easy,1
The celebration of that house was like a wedding,There was excitement in that house,There is no celebration in that house,0
That house was like a house of death,There was excitement in that house,There is no celebration in that house,1
The thing is as small as a mustard seed,That thing is small,That thing is not small,0
The object is as small as a ball,That thing is small,That thing is not small,1
That flower has a thorn like a rose,That flower has a thorn,That flower has no thorn,0
That flower has a thorn like hibiscus,That flower has a thorn,That flower has no thorn,1
The area has a diverse biome like a forest,The area has diverse biomes,The area lacks biodiversity,0
The area has as diverse a biome as the city,The area has diverse biomes,The area lacks biodiversity,1
The earth revolves around the sun,The earth rotates,The earth does not rotate,0
Earth revolves around the moon,The earth rotates,The earth does not rotate,1
Sending money is easy with UPI,Sending money is easy,Sending money is not easy,0
Sending money is easy by check,Sending money is easy,Sending money is not easy,1
The population of that country is equal to that of India,The population of that country is high,The population of that country is less,0
The population of that country is about the same as that of Canada,The population of that country is high,The population of that country is less,1
The area of ​​that country is as big as America,The extent of that country is huge,The extent of that country is not big,0
The area of ​​that country is as big as Singapore,The extent of that country is huge,The extent of that country is not big,1
The Games are as big as the Olympics,That sports event is huge,That sports event is not big,0
The event is as big as the Asian Games,That sports event is huge,That sports event is not big,1
The building is as historic as the Red Fort,That building is historic,That building is not historic,0
The building is as historic as the red shopping mall,That building is historic,That building is not historic,1
He dances like Prabhudeva,He dances,He doesn't dance,0
He dances like the Great Kali,He dances,He doesn't dance,1
A booster dose is necessary to prevent covid,A booster dose is necessary,A booster dose is not necessary,0
A polio dose is essential to prevent covid,A booster dose is necessary,A booster dose is not necessary,1
It was as cold as Kashmir in that town,It was cold in that town,There is no cold in that town,0
It was as cold as Mandya in that town,It was cold in that town,There is no cold in that town,1
There was as much sheke as Chennai in that town,There was Sheke in that town,There is no Sheke in that town,0
There was as much Sheke in that town as Simla,There was Sheke in that town,There is no Sheke in that town,1
He said that town is as clean as Mysore,That town is much cleaner,That town is not very clean,0
He said that town is as clean as Bangalore,That town is much cleaner,That town is not very clean,1
He is an influential person as well as a politician,He is influential,They are not influential,0
He is an influential person as a farmer,He is influential,They are not influential,1
Women's freedom in the country is less like Afghanistan,Women's freedom is less in the country,There is no less freedom for women in the country,0
Freedom of women in the country is less in India,Women's freedom is less in the country,There is no less freedom for women in the country,1
Food is highly nutritious like millet,Food is nutritious,Food is not nutritious,0
Food is more nutritious like panipuri,Food is nutritious,Food is not nutritious,1
The man was an ideal person as a teacher,He is an ideal person,He is not an ideal person,0
The man was an ideal person like a thief,He is an ideal person,He is not an ideal person,1
Sri Lanka is surrounded by water like an island,Sri Lanka is surrounded by water,Sri Lanka is not surrounded by water,0
Sri Lanka is surrounded by water like India,Sri Lanka is surrounded by water,Sri Lanka is not surrounded by water,1
He had 10 heads like Ravana,He had 10 heads,He has no 10 head,0
He had 10 heads like Kumbhakarna,He had 10 heads,He has no 10 head,1
All the students were tired of saying goodbye at the school farewell ceremony,All the students were bored,Not all students are bored,0
All the students were bored to celebrate the school farewell ceremony,All the students were bored,Not all students are bored,1
This vehicle moves as fast as a flight.,This vehicle moves fast,This vehicle does not move fast,0
This vehicle moves as fast as a bullock cart.,This vehicle moves fast,This vehicle does not move fast,1
This jewel is as unique as the Kohinoor diamond,This jewel is unique,This ornament is not unique,0
This jewelery is unique as usual,This jewel is unique,This ornament is not unique,1
Investing is as volatile as the stock market,Investments are volatile,Investments are not volatile,0
Investments are volatile like fixed deposits,Investments are volatile,Investments are not volatile,1
This person is famous as an actor,This person is famous,This person is not famous,0
This person is famous as a farmer,This person is famous,This person is not famous,1
This land is fertile like agricultural land,This land is fertility,This land is not fertile,0
This land is as fertile as a desert,This land is fertility,This land is not fertile,1
This road is narrow like a tunnel,This road is narrow,This road is not narrow,0
This road is narrow like a highway,This road is narrow,This road is not narrow,1
This pond is as wide as the sea,This pool is wide,This pool is not wide,0
This pool is as wide as a lake,This pool is wide,This pool is not wide,1
This program is scary like magic,This show is terrible,This program is not terrible,0
This show is scary like a circus,This show is terrible,This program is not terrible,1
This recipe contains nutrients like millet pulp,This cooking contains nutrients,This recipe does not include nutrients,0
This recipe contains nutrients like chapati,This cooking contains nutrients,This recipe does not include nutrients,1
This vehicle can fly as high as a flight,This vehicle can fly high,This vehicle does not fly high,0
This vehicle can fly as high as a helicopter,This vehicle can fly high,This vehicle does not fly high,1
This person is as naughty as a child,This person is a troll,This person is not an elf,0
This person is as naughty as an old man,This person is a troll,This person is not an elf,1
His skin is as soft as a baby's skin,His skin is soft,His skin is not soft,0
His skin is as soft as the skin of an old man,His skin is soft,His skin is not soft,1
This show is scary as a blast,This show is terrible,This program is not terrible,0
This show is as scary as a party,This show is terrible,This program is not terrible,1
This building is as ornate as a palace,This building is decorative,This building is not fancy,0
The building is decorated like a government office,This building is decorative,This building is not fancy,1
This game is as big as the league,This game is huge,This game is not big,0
This game is as big as the World Cup,This game is huge,This game is not big,1
This disease is as urgent as a cough,This disease is not urgent,This disease is urgent,0
This disease is as urgent as a heart attack,This disease is not urgent,This disease is urgent,1
This dance is as ancient as Bharatanatyam,This dance is ancient,This dance is not ancient,0
This dance is as old as disco,This dance is ancient,This dance is not ancient,1
This visit is a regular checkup,This visit is not definitive,This visit is crucial,0
This visit is as critical as the surgery,This visit is not definitive,This visit is crucial,1
This food is as organic as Ayurvedic,This food is organic,This food is not organic,0
This food is as organic as Chinese food,This food is organic,This food is not organic,1
This food is as chemical as a pill,This food is chemical,This food is chemical free,0
This diet is as chemical as Ayurveda,This food is chemical,This food is chemical free,1
These letters are as basic as the alphabet,These letters are basic,These letters are not basic,0
These letters are as basic as the essay,These letters are basic,These letters are not basic,1
This land is as dry as a desert,This ground is dry,This ground is not dry,0
This land is as dry as agricultural land,This ground is dry,This ground is not dry,1
His muscles are like those of a wrestler,His muscles are strong,His muscles are not strong,0
His muscles are like a patient,His muscles are strong,His muscles are not strong,1
He is as faithful as a dog,He is faithful,He is not faithful,0
He is as loyal as a cat,He is faithful,He is not faithful,1
It is as big as the Taj Mahal,It is famous like Taj Mahal,It is not as famous as the Taj Mahal,0
It is as big as Gol Gumbaz,It is famous like Taj Mahal,It is not as famous as the Taj Mahal,1
This insect is microscopic like a mite,This insect is microscopic,This insect is not microscopic,0
This insect is microscopic like a virus,This insect is microscopic,This insect is not microscopic,1
This metal is as valuable as diamond,This metal is very valuable,This metal is cheap,0
This metal is as valuable as silver,This metal is very valuable,This metal is cheap,1
He is as dangerous as a monk,He is dangerous,He is not dangerous,0
He is as dangerous as a robber,He is dangerous,He is not dangerous,1
He is as funny as the Joker,He is ridiculous,He is not ridiculous,0
He is funny as a doctor,He is ridiculous,He is not ridiculous,1
His eyes filled with tears,He was crying,He wasn't crying,0
There was a smile in his eyes,He was crying,He wasn't crying,1
The play was sleepy,The play was good,The play was not good,0
The play was whistle blowing,The play was good,The play was not good,1
Wearing a saree is an Indian culture,Wearing a saree is an Indian culture,Wearing saree is not Indian culture,0
Wearing a saree is a western culture,Wearing a saree is an Indian culture,Wearing saree is not Indian culture,1
In the Himalayas it is bitterly cold,It is cold in the Himalayas,There is no cold in the Himalayas,0
The Himalayas are so cold that you sweat,It is cold in the Himalayas,There is no cold in the Himalayas,1
The state is small in area like Karnataka,The state is small in area,The state is not small in area,0
The state is small in area like Goa,The state is small in area,The state is not small in area,1
The state is as populous as Uttar Pradesh,is highly populated,Not very populated,0
The state is as populous as Kerala,is highly populated,Not very populated,1
That country is famous for tourism like Thailand,The country is famous for tourism,The country is not known for tourism,0
That country is famous for tourism like Pakistan,The country is famous for tourism,The country is not known for tourism,1
He is always alert like a warrior,He is always alert,He is not always alert,0
He is always alert like normal people,He is always alert,He is not always alert,1
He is a disciplined soldier when it comes to work,He is a disciplined soldier,He is not a disciplined soldier,0
He is a negligent boy when it comes to work,He is a disciplined soldier,He is not a disciplined soldier,1
That person talks like a slur,That person talks a lot,The man did not talk much,0
That person is as peaceful as a man of speech,That person talks a lot,The man did not talk much,1
That road is full of vehicles like a highway,That road is filled with more vehicles,That road has less vehicles,0
That road is filled with more vehicles than a normal road,That road is filled with more vehicles,That road has less vehicles,1
That fruit is very rare like jackfruit,That fruit is very rare,That fruit is not very rare,0
That fruit is very rare like an orange,That fruit is very rare,That fruit is not very rare,1
Both of them were as close as brothers and sisters,Both of them were as close as brothers and sisters,Neither of them are as close as siblings and enemies,0
Both of them were as close as enemies,Both of them were as close as brothers and sisters,Neither of them are as close as siblings and enemies,1
"That animal, like the kangaroo, is only found in Australia",The animal will be seen,The animal cannot be seen,0
"The animal, like the kangaroo, is found only in Asia",The animal will be seen,The animal cannot be seen,1
Her command of language is like that of a scholar,Her command of the language is good,Her command of the language is not good,0
Her command of the language is like that of a newbie,Her command of the language is good,Her command of the language is not good,1
Her handwriting is as neat as a computer keyboard,Her handwriting is neat,Her handwriting is not neat,0
Her handwriting is as neat as a doctor's note,Her handwriting is neat,Her handwriting is not neat,1
He had renounced desires like the Buddha,He had renounced desires,He has not given up desires,0
He had renounced desires like Duryodhana,He had renounced desires,He has not given up desires,1
There was a speaker's grip on his words,His words were restrained,He has no control over his words,0
His words were as if they were unknowing,His words were restrained,He has no control over his words,1
Those people are as patriotic as soldiers,Those people are patriotic,Those people are not patriotic,0
Those people are as patriotic as terrorists,Those people are patriotic,Those people are not patriotic,1
That incident was as frightening as an accident,The incident was terrifying,The event was not scary,0
The event was as terrifying as a wedding,The incident was terrifying,The event was not scary,1
Its sound was as loud as thunder,Its sound was loud,Its sound is not loud,0
Its sound was as loud as lightning,Its sound was loud,Its sound is not loud,1
His awareness is as much as that of a janitor,His awareness is low,He knows more,0
His knowledge is like that of a professor,His awareness is low,He knows more,1
